id,title,description,language,content_id
oJi6a-MLLJ9eBGoLl74Y1,A deep local night tour to enjoy with Oma tuna fishermen,"This tour allows you to experience real local night culture while touring local sushi restaurants and snack bars with tuna fishermen from Oma. At the sushi restaurant, which is well known in the community, you will be able to enjoy not only sushi made with sumptuous fresh tuna from Oma, but also rare parts of tuna such as the stomach and heart, which are not often tasted. At the snack bar in Oma, the best part of the experience is getting to know the friendly and warm 'Mama.' You can enjoy karaoke and get to know the local regulars in a friendly atmosphere for a memorable evening. The snack bar also offers a set all-you-can-drink plan, and karaoke can be enjoyed on request. Enjoy the local nightlife to your heart's content.",EN,UQP12ShQXrCUnBXjF4WWU
GuQpRXRVzDjSGAmfxdM1x,大間の漁師と楽しむ深夜の地元ツアー,このツアーでは、大間の漁師と共に地元の寿司店やスナックバーを巡り、本物の地元の夜文化を体験できます。地域で有名な寿司店では、大間の新鮮なマグロを使った寿司や、あまり味わうことのないマグロの珍しい部位（胃や心臓など）を楽しむことができます。スナックバーでは、温かい「ママ」との交流や、カラオケを楽しみながら、地元の常連客と親しくなることができます。思い出に残る素敵な夜を過ごしましょう。料金には漁師のガイド、寿司バー（寿司セット、小鉢、1ドリンク）、スナックバー（飲み放題、スナック、カラオケ）が含まれています。飲み放題メニューにはビール、ハイボール、焼酎、レモンサワー、ソフトドリンクがあります。交通費や宿泊費、個人的な費用は含まれていませんのでご注意ください。,JA,UQP12ShQXrCUnBXjF4WWU
fNG2emhpKOfao4zreFm4c,Berrys Farm FUSHIMI,"Berrys Farm FUSHIMI is a popular strawberry picking spot suitable for both children and adults. Lines form even before it opens, and you can enjoy unlimited freshly picked strawberries for 60 minutes! Take your time to savor the strawberries while capturing memories with friends and family. The farm provides comfortable permanent benches and a diaper-changing area in the women's restroom for peace of mind with small children. Strawberry picking is available from mid-February to late May each year, but the farm is open only on weekends in April and May. Be sure to check the official website for the latest information before your visit.",EN,FpbSrbse757VbhHCa_ICV
WYL5ZDpkAIrcKCnyZxfS9,ベリーズファーム伏見,ベリーズファーム伏見は、子供から大人まで楽しめるいちご狩りの人気スポットです。オープン前から行列ができるほどの人気で、60分間新鮮ないちごを食べ放題！リラックスしたペースで、友人や家族と一緒にいちごを味わいながら写真を撮ることができます。女性用トイレにはおむつ替えスペースもあり、小さなお子様連れでも安心です。毎年2月中旬から5月下旬までいちご狩りを楽しめますが、4月と5月は土日限定の営業です。訪問の際は、公式ウェブサイトで最新情報を確認してください。,JA,FpbSrbse757VbhHCa_ICV
nhnog_7M-vsBTuKzTlSq9,Ichinotaki and Ninotaki Waterfalls Valley,"Ichinotaki and Ninotaki Waterfalls Valley is a stunning natural area where the clear waters of Mt. Chokai flow. It features a beginner-friendly hiking trail that takes about 1.5 hours. After passing through a red torii gate and a beech forest, you'll reach Ichinotaki Shrine, where the thunderous roar of the waterfall grows louder. Ichinotaki Waterfall cascades powerfully from a cliff, while a further walk leads you to the elegant Ninotaki Waterfall, which flows beautifully in two streams. The valley showcases different seasonal landscapes, from fresh greenery in spring to vibrant autumn leaves. In winter, snow covers the trail, and the frozen Ninotaki Waterfall creates stunning ice formations. This is a must-visit destination for nature lovers.",EN,NxabFLuz2daieh_Z9wmEx
rGwnkZdebpnkC6t_zxWe8,一の滝と二の滝の滝谷,一の滝と二の滝の滝谷は、雄大な自然が広がる場所です。鳥海山の清らかな水が流れるこの谷では、初心者でも安心して楽しめる約1時間30分のハイキングコースがあります。赤い鳥居をくぐり、ブナの森を進むと、一の滝神社が現れ、滝の轟音が近づいてきます。一の滝は力強い滝で、崖から真っ直ぐに水が落ちます。さらに進むと、二の滝が見え、美しい二筋の水が大きな杉の木の後ろから流れ落ちます。この谷は四季折々の美しさを楽しめ、春の新緑、夏の涼しさ、秋の紅葉が魅力です。冬には雪が積もり、雪靴が必要ですが、凍った二の滝の氷柱も見逃せません。ぜひ訪れてみてください。,JA,NxabFLuz2daieh_Z9wmEx
SZ60S63awZ0eEqFY__4V4,Semboku City Kakunodate Kabazaiku Center (Cherry Bark wood Craft Heritage Center),"The Semboku City Kakunodate Kabazaiku Center showcases traditional crafts made from the bark of Yamazakura cherry trees. Known for its deep colors and unique luster, kabazaiku is used to create various items such as tea leaf caddies, writing boxes, and brooches. The center features a craft exhibition room and live demonstrations, along with a workshop where visitors can create their own small kabazaiku hanging scrolls. Reservations are required, making it a perfect opportunity to experience and take home a piece of this beautiful craft.",EN,wnq9yQFsDUyybnSIXGM09
qJAVzh29lc5CI7KCZ53Gj,仙北市角館町かばざいくセンター（桜皮木工文化センター）,仙北市角館町かばざいくセンターは、山桜の樹皮を使った伝統的な工芸品を展示しています。深い色合いと独特の光沢を持つかばざいくは、茶葉入れや文箱、ブローチなど多様なアイテムに利用されています。センターでは、かばざいくの展示室や実演があり、自分だけの小さなかばざいくの掛け軸を作る体験もできます。訪れる際は、事前に予約が必要です。美しい工芸品を手に入れながら、伝統を体験してみませんか？,JA,wnq9yQFsDUyybnSIXGM09
0kfzNGYB-MZEqKGN9lra9,Takamatsu no Ike Pond,"In spring, Takamatsu no Ike Pond is surrounded by beautiful cherry blossoms and filled with throngs of visitors. It has been selected as one of the Top 100 Cherry Blossom Spots in Japan, and in mid-May, colorful flowers like peonies bloom, followed by roses in mid-June. The autumn leaves are stunning in late October, and many swans flock to the pond starting in November. At their peak in January, over 600 swans winter here until May. The 1.4-kilometer trail around the pond offers a pleasant walk, taking about 20 minutes at a leisurely pace. Visitors can enjoy the changing scenery in each season and indulge in bird watching. The Morioka Sakura Festival is held at Morioka Castle Ruins Park and Takamatsu Park (Takamatsu no Ike Pond) from mid-April to early May, with vehicle traffic sometimes restricted during the festival.",EN,FZW4y7MCTHNQF87PCeb6K
TB2Wjz1reZiJfyUTAuDw3,高松の池,春になると、高松の池は美しい桜に囲まれ、多くの訪問者で賑わいます。日本の桜名所100選にも選ばれており、5月中旬にはボタン、6月中旬にはバラなど、色とりどりの花々が楽しめます。10月下旬には美しい紅葉が見られ、11月頃からは多くの白鳥が池に集まります。1月には600羽以上の白鳥が冬を過ごし、5月まで滞在します。池の周りの約1.4キロメートルのトレイルは、快適な散歩道で、ゆっくり歩いても約20分で一周できます。四季折々の風景やバードウォッチングを楽しみながら、リラックスした時間を過ごせます。盛岡城跡公園と高松公園（高松の池）では、4月中旬から5月初旬にかけて盛岡桜祭りが開催されます。桜祭りの期間中は車両通行が制限されることがあるので、車で訪れる際は注意が必要です。,JA,FZW4y7MCTHNQF87PCeb6K
5q-UG4nlkAICncL_bmSPW,Sado Gold Mine,"Sado Gold Mine, Japan's largest silver and gold mine during early modern times, was opened in 1601 and operated for nearly 400 years until its closure in 1989. The mine features approximately 400km of tunnels that spread through the mountainside. The site is home to many important cultural properties and historic sites, including the iconic 'Doyu no Warito' (Doyo's Divided Gate). Visitors can explore various courses, including wax figures depicting laborers' work and the preserved mineshaft showcasing the modernization of mining. Sado Gold Mine offers a unique opportunity to experience Japan's rich history and culture.",EN,Djx1tAUwexyRAIKa49C1J
LWX7SdqubkSfLxx_Ppia7,佐渡金山,佐渡金山は、近世日本最大の銀と金の鉱山で、1601年に開鉱され、1989年に閉山するまでの約400年の歴史を持ちます。約400kmにわたるトンネルが山肌に広がり、旧施設やトンネルの遺構は国の重要文化財や歴史的遺産として保護されています。特に「道遊の割戸」はこの鉱山のシンボルで、近くで見ることができる魅力的なスポットです。さまざまなコースが用意されており、労働者の作業を再現した蝋人形や、明治時代の近代化を示す鉱山の遺構を見学できます。佐渡金山は、歴史と文化を体験できる貴重な観光地です。,JA,Djx1tAUwexyRAIKa49C1J
deUNNr3tpHoc1RKM_0k8S,Oyasukyo Daifunto,"Oyasukyo Daifunto is located in a V-shaped gorge formed by the rushing waters of the Minase River. After descending about 60 meters down the stairs, you will reach Daifunto, where hot water and steam gush out from the geothermal reservoir. This site is a rare geological feature that allows you to experience the power of nature up close. You can enjoy the impressive scenery of steam from the Kawarayu Bridge, but if you're fit, wear good shoes and take the stairs down for a closer look. A wonderful opportunity to witness nature's energy awaits you.",EN,lDEry-CPsaNj4s7qKFa4Y
lIX-lK93zeJXt37Vsqd1L,大湯温泉,大湯温泉は、皆瀬川の急流によって形成されたV字型の渓谷に位置しています。約60メートルの階段を下ると、地熱貯留層から噴出する熱水と蒸気が見られる大噴湯に到達します。この場所は、自然のエネルギーを間近で感じることができる貴重な地質的特徴を持っています。川原湯橋からは蒸気の景色を楽しむことができ、体力に自信がある方は、しっかりした靴を履いて階段を下りてみてください。自然の力を目の当たりにする素晴らしい体験が待っています。,JA,lDEry-CPsaNj4s7qKFa4Y
yutPYETQ17PQXgPWvNKtK,Korekawa Archaeological Institution: (Korekawa Jomon Kan),"The Korekawa Jomon Kan promotes Hachinohe's Jomon culture through the display of artifacts excavated from archaeological sites. The building's exterior is designed to resemble a 'Jomon-era pit dwelling.' Inside, visitors can enjoy a theater that evokes the Jomon world, a sensory corner showcasing the beauty of Jomon, and an area explaining research results from the Korekawa Ruins. A national treasure, the 'Gassho Dogu,' is on display, allowing visitors to experience the spiritual world of the Jomon. The adjacent Korekawa Stone Age Site was registered as a World Heritage Site in 2021. Various experience menus, including fire-making and crafting a stone with a hole, are available.",EN,M_o1mJuZ1HWLr-7oEVkhb
E-FXBCVCNtbd4iwTPddgH,是川縄文館,是川縄文館は、八戸市の縄文文化を紹介する施設で、考古学的遺跡から発掘された遺物を展示しています。外観は「縄文時代の竪穴住居」をイメージしており、展示室には縄文の世界を感じさせるシアターや、縄文の美しさを五感で伝えるコーナー、研究成果を解説するコーナーがあります。国宝の「合掌土偶」も展示されており、縄文の精神世界を体験できます。隣接する是川石器時代遺跡は2021年に世界遺産に登録され、重要文化財が保管・展示されています。火起こし体験や名刺のくくだま作りなど、さまざまな体験メニューも用意されています。,JA,M_o1mJuZ1HWLr-7oEVkhb
_Zbby5w7n4_12W61nxKAU,Sendai Kaleidoscope Art Museum,"The Sendai Kaleidoscope Art Museum is located at the entrance of the Akiu Onsenkyo hot spring village, offering a variety of kaleidoscopes to enjoy. You can find rare kaleidoscopes from around the world, large mechanical ones, and those created by various artists. A unique experience allows your appearance to become part of the kaleidoscope. This exciting museum is fun for both children and adults and has been featured on several television shows. The second and third floors showcase one-of-a-kind kaleidoscopes and the most dazzling ones in the world. The first floor features a museum shop and an experience area where you can create your own original kaleidoscope without a reservation. In just 5 to 10 minutes, you can make a wonderful piece. Don't miss the chance to visit!",EN,9ro5HRiBTH_jCW6-z6zwk
oxDEy3lsvIsqEPXbdQa_q,仙台万華鏡美術館,仙台万華鏡美術館は、秋保温泉郷の入り口に位置し、さまざまな万華鏡を楽しむことができます。世界でも珍しい万華鏡や、大型の機械式万華鏡、アーティストによる万華鏡などが展示されています。特に、自分の姿が万華鏡の一部になるユニークな体験ができます。子供から大人まで楽しめる美術館で、テレビ番組でも取り上げられています。2階と3階には、世界に一つだけの万華鏡や、最も輝く万華鏡などの貴重な展示があり、1階にはミュージアムショップと体験エリアがあります。手作り体験エリアでは、予約なしでオリジナルの万華鏡を作ることができ、5〜10分で素晴らしい作品が完成します。ぜひ訪れてみてください！,JA,9ro5HRiBTH_jCW6-z6zwk
EZO2wNY5Zn0aKTDco2sqD,Omazaki Cape,"Omazaki Cape, the northernmost point of Honshu, is a must-visit for travelers. Here stands a monument marking this northernmost area, perfect for commemorative photographs. On clear days, you can even see Goryokaku Tower in Hakodate. The Omazaki Rest House tourist information center offers a certificate for 200 yen, commemorating your arrival at Omazaki Cape. The Oma Tuna, known for its high quality, can be enjoyed fresh during the fall and winter seasons. Ferries to Hakodate depart from Oma Terminal, making it a popular stop for travelers.",EN,wLPWs0bYcFF0TTb5E88gt
Az9U9rkuFR_jKovYATXuR,大間崎,本州最北端の大間崎は、旅行者にとって訪れる価値のある場所です。ここには、本州最北端であることを示す記念碑が立っており、記念撮影に最適です。晴れた日には、函館の五稜郭タワーも見ることができます。また、観光情報センターでは、200円で大間崎到達証明書を発行してくれます。大間町で捕れる大間マグロは、日本全国で知られる高品質な製品で、秋から冬にかけてのシーズンには新鮮なマグロを楽しむことができます。大間ターミナルから函館行きのフェリーも出ており、旅行の合間に立ち寄る人々も多いです。,JA,wLPWs0bYcFF0TTb5E88gt
93s_rijMSAc2ngbat0EML,Tsuta Seven Lakes (Tsuta nana numa),"The Tsuta Seven Lakes consist of Tsuta-numa, Kagami-numa, Tsuki-numa, Naga-numa, Hyotan-numa, Suga-numa, and Aka-numa, all formed by volcanic eruptions. A 2.9 km promenade called Numa-meguri no Komichi allows visitors to stroll through the primeval beech forest. The Asian skunk cabbage in spring and the vibrant autumn foliage are particularly stunning. Aka-numa is located about 2 km northwest of the other swamps. The area is also ideal for birdwatching, with a 2.1 km trail named Yacho no Komichi for bird enthusiasts. After your walk, relax at the nearby Tsuta Onsen hot springs, perfect for a day trip, where you can enjoy a secret hot spring with water gushing beneath you.",EN,sZRTV_B67EwiSCQykCvMt
jKhjO_MyBlal3pELSd4FD,津田七沼 (Tsuta Seven Lakes),津田七沼は、津田沼、鏡沼、月沼、長沼、ひょうたん沼、菅沼、赤沼から成る、火山の噴火によって形成された沼です。約2.9kmの遊歩道「沼巡りの小道」が整備されており、ブナの原生林の中を散策できます。新緑の時期のアジアのミズバショウや、秋の色鮮やかな葉は特に見事です。赤沼は他の沼から約2km北西に位置しています。また、野鳥が豊富なため、バードウォッチングにも最適です。バードファンは約2.1kmの「野鳥の小道」を歩いてみてください。散策の後は、近くの津田温泉でリフレッシュできます。日帰りで温泉を楽しむことができ、湧き出る水源の下での秘湯を体験できます。,JA,sZRTV_B67EwiSCQykCvMt
m4ZGYYmuKcFW6Mu4c_-nG,Shiogama Minato Festival,"The Shiogama Minato Festival is one of Japan's top three boat festivals. The highlight is the Mikoshi Kaijo Togyo, where two portable shrines from Shiwahiko-jinja Shrine and Shiogama-jinja Shrine are placed on luxurious boats, Ryuho-maru and Hoo-maru. Accompanied by around 100 other boats, they cruise around Matsushima Bay, creating a picturesque scene reminiscent of the Heian period. This festival plays a significant role in expressing gratitude to the local deity, Shiotsuchi Ojinokami, by accompanying him to the sea. On the night before the festival, about 8,000 fireworks light up the sky, reflecting beautifully on the bay's surface.",EN,heLtSgYO19ZxbTp6shMoi
MLgZ7SkRak2NCeHS5FIqz,塩竈港祭り,"塩竈港祭りは、日本の三大船祭りの一つとして数えられています。最大の見どころは、神輿海上渡御です。塩竈神社と塩竈神社からの二つの神輿が、龍鳳丸と鳳丸という豪華な船に乗せられ、約100隻の他の船と共に松島湾を巡ります。美しい島々と海を背景にした壮大な船の景色は、まるで平安時代の絵巻物のようです。この祭りは、地元の神である塩土老翁神を海に伴うことで、感謝の意を表す重要な役割を果たしています。祭りの前夜には約8,000発の花火が打ち上げられ、色とりどりの花火が湾の水面に映ります。",JA,heLtSgYO19ZxbTp6shMoi
vgk_Ncu51C2w6GLRvUumj,Takada Castle Site Park Cherry Blossom Festival,"The cherry blossoms of Takada Castle Site Park are considered one of the three great cherry blossoms for night viewing, alongside Ueno Park in Tokyo and Hirosaki Castle Park in Aomori. With around 4,000 someiyoshino cherry trees blooming against the backdrop of snow-capped Mt. Myoko, the view is breathtaking. The 'Cherry Blossom Road' creates a stunning tunnel of blossoms, and at night, paper lanterns illuminate the scene, transforming it into a magical pink-hued wonderland. The sight of the illuminated blossoms, the three-storied turret of Takada Castle, and their reflection in the moat is incredibly photogenic. During the festival, approximately 300 stalls are set up, creating a lively atmosphere for this traditional spring gathering. Enjoy delicious food and drinks while taking in the magnificent blossoms.",EN,TiUois5xpMlLmsrhxLXhu
tO82VYCc_8y4CegG2yo9a,高田城址公園桜祭り,"高田城址公園の桜は、東京の上野公園や青森の弘前城公園と並ぶ夜桜の三大名所とされています。約4,000本のソメイヨシノが咲き誇る中、雪をかぶった妙高山を背景にした桜の景色は圧巻です。「桜のトンネル」となる道も素晴らしく、夜には提灯が灯され、幻想的なピンク色の夜桜が楽しめます。高田城の三重櫓と桜の反射が池に映る光景は、まさにフォトジェニックです。祭り期間中は約300の屋台が立ち並び、春の伝統的な集まりが賑わいます。美しい桜を楽しみながら、食べ物や飲み物を味わってみてください。",JA,TiUois5xpMlLmsrhxLXhu
JTLLslNmOYVmNmfGCsN6h,Komachi Festival,"The Komachi Festival is held at Komachido Temple in Yuzawa City, Akita Prefecture, honoring the Heian period poet Ono no Komachi. Taking place on the second Sunday of June, the festival coincides with the blooming of local peonies. The eve of the festival features celebrations with dancing, Taiko drumming performances, and a play about Komachi's intriguing life. On the festival day, seven local women dressed in elegant Heian period costumes read Komachi's poems, accompanied by a charming procession of children in vibrant traditional attire. Visitors can capture memorable photos with the women in costume, immersing themselves in the atmosphere of the Heian period. Experience this celebration of traditional Japanese arts and make sure to visit!",EN,-qSxWkhrddFM-y-pxxQVk
6c71PoKhLTjH0c2YdUJ-I,小町祭り,小町祭りは、秋田県湯沢市にある小町堂で開催され、平安時代の詩人・小野小町を称えます。毎年6月の第2日曜日に行われ、地元の芍薬が満開の時期に合わせて行われます。祭りの前夜には、踊りや太鼓の演奏、そして小町の人生を描いた劇が行われます。祭り当日には、平安時代の優雅な衣装を身にまとった7人の地元女性が小町の詩を朗読し、色とりどりの伝統衣装を着た子供たちの魅力的な行列も見られます。訪れる人々は、衣装を着た女性たちと共に平安時代の雰囲気を楽しみながら、素敵な写真を撮る機会も得られます。日本の伝統芸術の祭典を体験しに、ぜひ訪れてみてください。,JA,-qSxWkhrddFM-y-pxxQVk
NNZ-2cL_EP38cs46aQpfe,Hachinohe Enburi Festival,"The Hachinohe Enburi Festival is a traditional event heralding the coming of spring with folk entertainment that is representative of the Hachinohe area. Designated as one of Japan's Important Intangible Cultural Properties, it is one of the five major snow festivals of Michinoku (Tohoku). The festival features a unique dance performed by dancers known as Tayu, who wear eye-catching Eboshi headgear resembling horseheads and shake their heads intensely. This dance mimics the actions of sowing seeds and planting rice, while children perform delightful blessing entertainment during the intervals. The festival takes place in various locations, including the city center of Hachinohe, the Shimin Hiroba (People’s Square) in front of Hachinohe City Hall, Chojasan Shinra Shrine, Kojokaku, and the square of the ruins of Nejo Castle.",EN,IoEdE9-HLVpIUD1GBu__K
YhNwPAeTThmvyUUDAL54X,八戸えんぶり祭り,八戸えんぶり祭りは、春の訪れを告げる伝統的なイベントで、八戸地域を代表する民俗芸能が楽しめます。この祭りは日本の重要無形文化財に指定されており、東北地方の五大雪祭りの一つとされています。祭りの主な特徴は、馬の頭に似た目を引くエボシの頭飾りを身に着けた踊り手たちが激しく頭を振るユニークなダンスです。このダンスは、種をまき、稲を植える一連の動作を模しており、子供たちによる可愛らしい祝福の演出も観客を楽しませます。祭りは八戸市中心部や市役所前の市民広場、長者山神社、光城閣、根城跡の広場など、いくつかの場所で開催されます。,JA,IoEdE9-HLVpIUD1GBu__K
I2tdfUNlE_VaGyitvHrfC,Rokugo no Kamakura (Takeuchi),"Rokugo no Kamakura is a New Year's event with over 700 years of history, held annually from February 11 to 15. The event features three main components: Toshigoi for praying for abundant harvests, Akumabarai to expel misfortune, and Toshi-uranai for fortune-telling. A highlight is the intense battle with 7 to 8 meter green bamboo, where the northern team’s victory signifies a good harvest, while the southern team’s win indicates rising rice prices. After the battle, participants create a sacred fire with the broken bamboo, praying for a fruitful year. The stunning sight of sparks dancing in the sky adds to the event's charm. As the Kamakura festivals in the Tohoku region gain popularity, they are cherished for preserving their original form and the local community's heritage awareness.",EN,KZRQ9AX_ZH_xZ0grMoTqd
nuCSfXffgLSGqo3qouaGv,六郷のかまくら（竹内）,六郷のかまくらは、700年以上の歴史を持つ新年のイベントで、毎年2月11日から15日までの5日間にわたって開催されます。このイベントは、豊作と安全な繁栄を祈る「年越し」、悪い収穫と不幸を追い払う「悪魔払い」、その年の運勢を占う「年占い」の3つの部分で構成されています。特に、緑の竹を使った激しい戦いが行われ、北チームが勝つと豊作、南チームが勝つと米の価格が上がると言われています。戦いの後、参加者は壊れた竹で聖なる火を作り、豊作を祈ります。火の柱が高くなるにつれ、空に舞う火花の美しい光景が広がります。東北地方のかまくら祭りは観光地として人気が高まり、地域住民の文化遺産への意識が高まっています。,JA,KZRQ9AX_ZH_xZ0grMoTqd
1B92IJrpx8oZoo9vrNcjQ,Yamabushi Training Experience(Dewa Sanzan (Three mountains of Dewa) Daishobo Pilgrim Lodge),"Experience authentic mountain training practices under the guidance of real Yamabushi holy men at the sacred Dewa mountains. Choose from 1 night/2 days or 2 nights/3 days programs, including training at Mount Kinpo or Mount Yudono, and a Shojin Buddhist vegetarian meal at Mount Haguro. Engage in Zen meditation, chant under a waterfall, enjoy a night walk, and visit a sacred shrine not open to the public. Stay overnight at Daishobo pilgrim lodge, a traditional inn for Shugendo practitioners, and embark on a journey to find inner peace.",EN,vE9sRKhqZlN3NigchACCR
m5XEjZyw9-Sy6-yEn8LGl,山伏修行体験（出羽三山 大聖坊巡礼宿）,出羽山の神聖な山々で、本物の山伏の指導の下、真の山修行を体験できます。1泊2日または2泊3日のプランがあり、初日はオリエンテーションの後、金峰山または湯殿山での修行、2日目は羽黒山での修行が含まれています。精進料理の食事や、滝の下での唱和と瞑想、夜の散策、一般公開されていない神社の訪問など、心身を整える貴重な体験が待っています。伝統的な修行者の宿、大聖坊に宿泊し、心の平穏を見つける旅に出かけましょう。,JA,vE9sRKhqZlN3NigchACCR
6FP-0ucHDNXeyg4b00nA8,Written piece / carved piece,"In Tendo City, known for the largest production of Shogi pieces in Japan, why not try the 'Handmade Piece Experience' where you can write your name or favorite words on a Shogi piece? You can closely experience the skillful techniques of Tendo's proud craftsmen. The Shogi Village Tendo Tower offers writing experiences for 1,100 yen and carving experiences for 1,870 yen. Nakajima Seikichi Shoten starts from 1,000 yen, and Eishundo from 950 yen. Be sure to check the opening hours and access details for each store and plan your visit!",EN,JrduDm_DaH9xFvh7IGkhv
f1Pf0qXEjeQokUdDjm1I1,手作り将棋駒体験,"山形県天童市で、日本最大の将棋駒の生産地として知られるこの場所で、「手作り駒体験」を楽しんでみませんか？自分の名前や好きな言葉を将棋駒に書くことができ、天童の職人たちの技術を間近で体験できます。体験は各店舗で詳細を確認してください。将棋村天童タワーでは、書き込み体験が1,100円、彫刻体験が1,870円、仲島清吉商店では1,000円から、栄春堂では950円から体験可能です。各店舗の営業時間やアクセス方法も確認して、ぜひ訪れてみてください。",JA,JrduDm_DaH9xFvh7IGkhv
FiEJKrVuNMqLaMN_49mQB,Takigawa Valley trail,"Takigawa Valley is a rare secluded area in Abukuma, Fukushima Prefecture, featuring a series of forty-eight splendid waterfalls along a 3-kilometer walking path. It has been selected as the tenth best trail in 'Fukushima's best 50 trails.' The valley is known for its beautiful waterfalls, huge strangely-shaped rocks, and densely growing old natural trees. It attracts visitors with cherry blossoms and Asian fawn lilies in spring, fresh greenery in summer, and red and yellow hues in autumn. To preserve the environment, please do not bring pets into the valley. Takigawa no Sato (rest area) is a popular spot located at the end of Takigawa Valley.",EN,-gdAP2l30rNkTeSGGpaaq
P8QbB-7qzaZOpOAiy7YqF,滝川渓谷トレイル,滝川渓谷は福島県の阿武隈にある珍しい隠れたエリアで、3キロメートルの歩道に沿って48の壮大な滝が点在しています。「福島のベスト50トレイル」の中で第10位に選ばれたこの渓谷は、美しい滝や奇妙な形をした大きな岩、古い自然の木々が密集していることで知られています。春には桜やアジアシカオウレン、夏には新緑、秋には赤や黄色の色合いが訪れる人々を魅了します。環境保護のため、ペットの持ち込みはご遠慮ください。滝川の里（休憩所）は滝川渓谷の終点に位置し、人気のスポットです。,JA,-gdAP2l30rNkTeSGGpaaq
IxCSKAsZV8BgOD-zCZ-fp,[Rikuzentakata City] Great East Japan Earthquake Tsunami Lore Museum Iwate TSUNAMI Memorial,"Located in Rikuzentakata City, the Great East Japan Earthquake Tsunami Lore Museum serves to convey the realities of the disaster through images and photographs of the actual damage. The museum aims to educate visitors about the facts of the Great East Japan Earthquake while powerfully imparting the lessons learned to ensure that such sorrows are never repeated. A visit here offers a chance to remember the past and gain insights for a better future.",EN,uIoEW3KPDNSSVEfnnZCxl
22ETymNG7oPaLq8WA6vM1,陸前高田市 大東日本大震災津波伝承館 岩手津波メモリアル,陸前高田市に位置する大東日本大震災津波伝承館は、震災の実際の被害を伝えるために設立されました。ここでは、当時の画像や写真を通じて、震災の事実を知ることができます。また、震災の教訓を力強く伝え、同じ悲劇が繰り返されないようにすることを目的としています。訪れることで、過去の悲しみを忘れず、未来に向けた学びを得ることができるでしょう。,JA,uIoEW3KPDNSSVEfnnZCxl
1Qxi-7jeG4ob07iQejboO,Yamamoto Town Farmer’s and Fisherman’s Market “Yamamoto Yume Ichigo-no-Sato”,"Yamamoto Yume Ichigo-no-Sato is a farmer's market that sells local specialties directly to visitors, including strawberries, apples, surf clams, and Shine Muscat grapes, along with fresh agricultural and seafood products and processed goods made from local ingredients. The facility also serves as a community information center, offering introductions and reservations for local farms during the strawberry picking season. Visitors can explore the area using free rental bicycles. The adjacent food court features three restaurants serving Japanese, Western, and Chinese cuisine, allowing guests to enjoy seasonal dishes made from local ingredients. Additionally, the Tsunami Harley Exhibition Hall displays a U.S.-made Harley-Davidson motorcycle damaged in the Great East Japan Earthquake, along with a photo exhibit conveying the dangers of tsunamis.",EN,UPgCWVWvZRN2LrJ76Q8Oj
gto8L-yUtY1Tkng3-Cb6F,山本町 農家と漁師の市場「山本夢いちごの里」,山本夢いちごの里は、地元の特産品を直接販売する農家市場です。いちごやりんご、サーフクラブ、シャインマスカットなどの新鮮な農産物や海産物、地元の食材を使った加工品が揃っています。また、観光情報センターとしても機能し、いちご狩りシーズン中の農場紹介や予約を行っています。周辺を探索するための無料レンタサイクルも提供。隣接するフードコートには、日本料理、西洋料理、中華料理の3つのレストランがあり、地元の食材を使った季節の料理を楽しめます。さらに、津波ハーレー展示ホールでは、東日本大震災で被害を受けたハーレーダビッドソンの展示や、津波の危険性を伝える写真展も行われています。,JA,UPgCWVWvZRN2LrJ76Q8Oj
3ytJVWlQUn3nA5OnsIv91,"Nationally designated historical site Yamagata Castle Ruins ""Kajo Park""","Yamagata Castle Ruins, also known as Kajo Park, is a beautiful spot where history and nature blend seamlessly. Visitors can stroll through the remnants of the former castle while enjoying the seasonal landscapes. In spring, the cherry blossoms bloom spectacularly, attracting many tourists. This historically rich site offers a captivating glimpse into Japanese culture, making it a must-visit when in Yamagata.",EN,tIkke8IXHrTJ7Uk2jUZa1
ATxojTYHG7qM8nvyztHlI,国指定の歴史的名所 山形城跡「霞城公園」,山形城跡、またの名を霞城公園は、歴史と自然が融合した美しいスポットです。ここでは、かつての城の遺構を散策しながら、四季折々の風景を楽しむことができます。特に春には桜が咲き誇り、多くの観光客が訪れます。歴史的な背景を持つこの場所は、訪れる人々に日本の文化を感じさせる魅力的な場所です。ぜひ、山形を訪れた際には立ち寄ってみてください。,JA,tIkke8IXHrTJ7Uk2jUZa1
ve0qBu14RIqOEmEYD8gcQ,"ASAHI-SHUZO SAKE BREWING CO., LTD","Since its establishment in 1830, Asahi Shuzo has continued to brew sake while taking advantage of the rich natural environment of Koshiji Town. Limpid water and high-quality rice are the lifeblood of delicious sake. Under the slogan 'sake brewing starts with rice cultivation,' they brew sake in a state-of-the-art facility while utilizing traditional techniques. They offer a 20-minute tour of the entrance hall, sharing stories about their history and commitment to sake brewing. Visitors can also enjoy shopping for souvenirs and sake tasting at the 'Sara no Sato Asahiyama' shop and savor local cuisine at the 'Asahiyama Hotaruan' restaurant.",EN,dPg77gex9WTkNGFQfFZHd
