"ID",Title,Description,Guidances,images,Latitude,Longitude,Postal code,Country code
845211,Half-Day Private Guided Tour to Himeji Castle,"Come with us to discover the rich history of Himeji Castle on a half-day private tour by public transport and on foot!<br/><br/>We meet at Shin-Osaka or Kyoto station and then take a super rapid service on the JR Tokaido-Sanyo local line to Himeji. The guide can tell you about the Keihanshin Metropolis along the way and we see all the diverse and varied landscapes. How exciting!<br/><br/>We then visit the famous Himeji Castle, one of the 12 castles still intact and authentic in Japan. Himeji Castle dates from 1346. It is a symbol of Japan's feudal past, and you can explore its keep as it was in 1618. Your passionate guide, expert in Japanese history, or even licensed, will share with you fascinating information about the history of the castle and the ancient political landscape of Japan.<br/><br/>Enjoy a perfect blend of history, culture and stunning architecture in this unique immersion! Are you coming? We are waiting for you!","{""guidanceTypes"":[{""id"":null,""created"":[2024,2,23,10,44,42,769776000],""guidanceType"":""GUIDED"",""languages"":[""fr"",""en"",""ja""],""displayLanguages"":[]}]}",https%3A%2F%2Fbokun.s3.amazonaws.com%2F80bcab9c-7241-440f-a471-68f6fb35c261.jpg,34.7024854,135.4959506,530-0001,JP
845212,Half-Day Private Guided Tour to Historical Kyoto,"Come with us to discover Kyoto through a half-day tour dedicated to the city’s political history!<br/><br/>This walking and public transport tour begins with the Imperial Palace in Kyoto, the residence of the emperors until 1868. We dive into centuries of imperial history. It's exciting!<br/><br/>We then visit Nijo Castle, symbol of the reign of the samurai and the Tokugawa clan from the 17th to the mid-19th century. Its “nightingale floor” and beautiful gardens will be there to delight you.<br/><br/>After this half day, you will learn more about the history of Kyoto and Japan. You will also be amazed by very pretty and imposing monuments. Are you coming? We are waiting for you!","{""guidanceTypes"":[{""id"":null,""created"":[2024,2,23,10,44,53,159309000],""guidanceType"":""GUIDED"",""languages"":[""fr"",""en"",""ja""],""displayLanguages"":[]}]}",https%3A%2F%2Fbokun.s3.amazonaws.com%2Fb604eff3-6339-44b2-9365-1445952a6943.jpg,35.0175613,135.7612205,602-0881,JP
845213,"4-Hour Private Guided Tour to Nara Imperial Palace
","Come with us to discover the fascinating history of Nara and its imperial palace on this 4-hour tour!<br/><br/>We will start by visiting the Fukugen Kentoshi-sen, a replica of the boat used for the Japanese embassy in China in the 8th century. Then we will go to the Heijokyu Izanaikan Museum, which offers a glimpse of the time, then we will discover the Suzakumon Gate, historical entrance to the Imperial Palace.<br/><br/>The Information Center for the Reconstruction Project of the Old Imperial Audience Hall, and the Heijo Palace Museum are the next steps. These two buildings delve into the imperial history of Nara. We will also visit the replica of the former Imperial Audience Hall and the palace site museum, with its artifacts and architecture.<br/><br/>We will finally relax in the East Garden of the Palace, Japanese garden in the heart of the Imperial Palace.<br/><br/>Soak up the history of ancient Japan—book now and join us. Are you coming? We are waiting for you!","{""guidanceTypes"":[{""id"":null,""created"":[2024,2,23,10,45,2,642404000],""guidanceType"":""GUIDED"",""languages"":[""fr"",""en"",""ja""],""displayLanguages"":[]}]}",https%3A%2F%2Fbokun.s3.amazonaws.com%2F09f1d9e4-9972-4d89-9533-c0b81f7cbac6.jpg,34.6934884,135.7825535,631-0823,JP
852933,Hiroshima Private Guided Tour from Osaka or Kyoto,"Come with us to visit Hiroshima during one day by Shinkansen, by public transport, and then on foot!<br/><br/>We will start from Osaka or Kyoto to visit the Hiroshima Atomic Bomb Dome and the Peace Memorial. You will have moving sites, and you will be able to reflect deeply on the consequences of the Second World War. This will strengthen our commitment to peace.<br/><br/>We will then depart for Miyajima Island, famous for its Shinto Itsukushima Shrine and for its iconic torii gate on the sea. Let’s feel together the calm and serenity of the place, with its free-ranging Shika deer and abundant surrounding nature.<br/><br/>On this day with your expert guide in Japanese history, you will discover Japan’s recent and distant history and its long road to peace. You will have a day rich in history, reflection and nature. Are you coming? We are waiting for you!","{""guidanceTypes"":[{""id"":null,""created"":[2024,3,20,6,39,42,326288000],""guidanceType"":""GUIDED"",""languages"":[""fr"",""en"",""ja""],""displayLanguages"":[]}]}",https%3A%2F%2Fbokun.s3.amazonaws.com%2F5b00eb09-7a78-42c7-8730-9d05678faa21.jpg,34.992907,135.750821,600-8216,JP
868417,4-Hour Private Guided Tour to Kyoto Silver Pavilion,"Come with us to visit the Silver Pavilion and its surroundings on foot for half a day!<br/><br/>We start by walking along the Suirokaku Viaduct. We have here one of the symbols of the opening up and modernization of Japan in the 19th century. The hand of man has joined nature.<br/><br/>We visit the Nanzen-ji Buddhist temple, a few steps away. This magnificent 13th century Buddhist temple with its peaceful peaceful Zen garden is ideal for rejuvenating.<br/><br/>We then take the picturesque Path of Philosophy, prized by the philosopher Kitarô Nishida, our link Nanzen-ji to the Silver Pavilion.<br/><br/>We finally arrive at the Silver Pavilion, a 15th century temple famous for its simplicity, architecture, Zen garden and breathtaking views of the city.<br/><br/>You will have a perfect mix of history, tranquility and natural beauty. Don't miss this unforgettable experience. Are you coming? We are waiting for you!","{""guidanceTypes"":[{""id"":null,""created"":[2024,5,8,21,19,28,981902000],""guidanceType"":""GUIDED"",""languages"":[""fr"",""en"",""ja""],""displayLanguages"":[]}]}",https%3A%2F%2Fbokun.s3.amazonaws.com%2F396f619c-e8b4-456c-add6-2908ca800f68.jpg,35.0082071,135.7901846,605-0044,JP
906662,"Full-Day Private Guided Tour to Mount Hiei (Enryaku-ji)

","Come with us to visit Enryaku-ji Temple on foot and by public transport.<br/><br/>This temple is a UNESCO World Heritage Site, and is perched on Mount Hiei between the cities of Kyoto and Otsu. Have a nice trip in perspective!We visit precisely the East Pagoda area, which consists of the main pavilions of the complex, including the Konpon Chudo, nerve center and historical of the complex.<br/><br/>We are surrounded by nature and we can recharge our batteries. A good breath of fresh air.<br/><br/>Your guide, passionate, specialist in Japanese History, even certified, guides you through this place and explains everything about the History of these places.<br/><br/>This area dates from the late 8th century. It played an important role in the Japanese Civil War (the time of the warring provinces between 1467 and 1615). It is also a unique opportunity for you to learn more about Japanese history and Buddhism in nature and in the mountains. Are you coming? We are waiting for you!","{""guidanceTypes"":[{""id"":null,""created"":[2024,8,30,0,34,54,882904856],""guidanceType"":""GUIDED"",""languages"":[""fr"",""en"",""ja""],""displayLanguages"":[]}]}",https%3A%2F%2Fbokun.s3.amazonaws.com%2F15afaf4f-bcb4-4f34-950d-728d585f7e82.jpg,34.985849,135.7587667,600-8216,JP
916460,Half-Day Private Guided Tour to Fushimi Inari Taisha,"Come with us for a half-day guided tour of the great Shinto Shrine Fushimi Inari!<br/><br/>Meet us at Keihan station in Fushimi-Inari or JR station in Inari to climb Mount Inari. The opportunity for you to discover this world famous sanctuary and its history!<br/><br/>Your guide is passionate, expert in Japanese history, or even certified. It accompanies you and explains everything about this sacred place founded in the eighth century. To us the mountain! We're going up. We explore the 10,000 torii, Shinto gates, along the way. We also admire the generous nature of the surroundings. We're full of them!<br/><br/>After this day, you will learn more about the religious history of Japan. You will also recharge your batteries with nature, the clean mountain air and the beautiful panoramic view of Kyoto. Are you coming? We are waiting for you!","{""guidanceTypes"":[{""id"":null,""created"":[2024,9,21,4,30,51,142966772],""guidanceType"":""GUIDED"",""languages"":[""fr"",""en"",""ja""],""displayLanguages"":[]}]}",https%3A%2F%2Fbokun.s3.amazonaws.com%2F9d3e1d9c-c1de-4b09-902f-29b5047e290c.jpg,34.9687187,135.7693455,612-0012,JP
968914,"Full-Day Private Guided Tour to Yoshino, Japanese Mountain","Come with us to visit Yoshino Town during a one-day private guided tour on foot and by public transport!<br/><br/>It is an opportunity for us to visit a town in the Japanese countryside and breathe the clean mountain air, especially during the cherry blossom season in early-mid April. The landscape is beautiful and not to be missed, especially if you visit Japan during this time.<br/><br/>The day consists of a hike from the top of the mountain to its foot. We pass through several stages, all parts of the UNESCO World Heritage under the Sacred Sites and Pilgrimage Routes in the Kii Mountains. We have nature as far as our eyes can see, and historic sites from the 9th and 14th centuries.<br/><br/>After this day, you will be amazed by these beautiful landscapes of Japanese nature. You will also learn more about the history of Japan. Are you coming? We are waiting for you!","{""guidanceTypes"":[{""id"":null,""created"":[2023,12,19,4,57,37,725187000],""guidanceType"":""GUIDED"",""languages"":[""fr"",""en"",""ja""],""displayLanguages"":[]}]}",https%3A%2F%2Fbokun.s3.amazonaws.com%2Fa3421b39-7046-47cb-b347-87e111f6546d.jpg,,,,
1002002,Half-Day Private Guided Tour to Historical Osaka,"Come with us to visit the historical Osaka with this private guided tour on foot and by public transport!<br/><br/>We start with the Great Sumiyoshi-taisha Shinto Shrine, a spiritual place with 1,800 years of history. We can admire its traditional Japanese architecture.<br/><br/>Then we go to the Shitennoji Buddhist temple, dating from 593. Here stands one of the symbols of the arrival of Buddhism in Japan, a must for history lovers.<br/><br/>After this half-day, you will be amazed with the nature and architecture of Osaka. The history of the city will have no secrets for you! Are you coming? We are waiting for you!","{""guidanceTypes"":[{""id"":null,""created"":[2025,3,28,10,41,41,995684718],""guidanceType"":""GUIDED"",""languages"":[""fr"",""en"",""ja""],""displayLanguages"":[]}]}",https%3A%2F%2Fbokun.s3.amazonaws.com%2F6cfa027f-586c-4dc0-b7e9-cbb206a7446b.jpg,34.6459037,135.5127891,545-0052,JP
1018084,Hiroshima Peace Memorial Tour from Osaka or Kyoto,"Come with us to visit the Hiroshima Peace Memorial.<br/><br/>We will start from Osaka or Kyoto to visit the Hiroshima Atomic Bomb Dome and the nearby Peace Memorial.<br/><br/>You will have moving sites, and you will be able to reflect deeply on the consequences of the Second World War. This will strengthen our commitment to peace.<br/><br/>On this day with your expert guide in Japanese history, you will discover Japan’s recent history and its long road to peace.<br/><br/>You will have a day full of history and peaceful reflection. Are you coming? We are waiting for you! ","{""guidanceTypes"":[{""id"":null,""created"":[2025,4,28,7,47,7,661756228],""guidanceType"":""GUIDED"",""languages"":[""fr"",""en"",""ja""],""displayLanguages"":[]}]}",https%3A%2F%2Fbokun.s3.amazonaws.com%2F567b09f3-8b42-4c3e-8bd2-0d4bc4e4cf1d.jpg,34.7333477,135.4994099,532-0011,JP
1022563,Private Guided Tour to Miyajima from Osaka or Kyoto,"Come with us to visit the Shinto Itsukushima-jinja Shrine for half a day!<br/><br/>We will leave Osaka or Kyoto to visit Miyajima Island, famous for its Shinto shrine Itsukushima and for its torii, emblematic shinto gate inside the sea. Let’s feel together the calm and serenity of the place, with its free-ranging Shika deer and abundant surrounding nature.<br/><br/>During this half-day tour, accompanied by your expert guide in Japanese history, you will discover the medieval and religious History of Japan.You will have a day rich in history, reflection and nature. Are you coming? We are waiting for you!","{""guidanceTypes"":[{""id"":null,""created"":[2025,5,8,9,11,12,557009350],""guidanceType"":""GUIDED"",""languages"":[""fr"",""en"",""ja""],""displayLanguages"":[]}]}",https%3A%2F%2Fbokun.s3.amazonaws.com%2Feb3302bf-76a0-45c5-b3f3-8995334c1caa.jpg,34.7335716,135.4985691,,JP
1022893,Half-Day Private Guided Tour to Mount Ikoma,"Come with us to visit Mount Ikoma for half a day on foot and by public transport.<br/><br/>The culture, history and natural beauty of Japan will be there for your great pleasure!<br/><br/>We take the cute Ikoma Cable Car to reach the top of Mount Ikoma. First, we walk and visit Monzenmachi, a charming neighborhood leading to Hozanji Temple. We discover this area, from the 7th Century and this ancient temple from the 17th century, dedicated to Ganesh<br/><br/>We finish with Ikoma Skyland, an amusement park with breathtaking views of Osaka Bay and Nara’s bowl. These views are particularly magical at sunset.<br/><br/>After this half day, you will learn more about the history of Japan. You will also have had plenty in your eyes with the landscapes and panoramic views throughout the visit. Are you coming? We are waiting for you!","{""guidanceTypes"":[{""id"":null,""created"":[2025,5,9,7,45,46,531645874],""guidanceType"":""GUIDED"",""languages"":[""fr"",""en"",""ja""],""displayLanguages"":[]}]}",https%3A%2F%2Fbokun.s3.amazonaws.com%2F8ec19d0d-78cd-4123-a686-fedbb7f5cfb1.jpg,34.6924648,135.6963748,630-0257,JP
1074573,3-Hour Private Guided Tour to Lake Biwa from Kyoto,"Come with us to enjoy a half-day discovery tour of Lake Biwa, Japan's largest lake, departing from Kyoto Station. Aboard the Michigan Cruise, admire the picturesque scenery as you cruise the calm waters of Lake Biwa for an hour and a half. Explore the charming town of Otsu and be captivated by the region's natural beauty. This tour is perfect for nature and culture lovers, offering a relaxing and scenic experience.<br/><br/>- Departure from Kyoto Station for Lake Biwa<br/>- 1.5-hour cruise aboard the Michigan Cruise<br/>- Discover the town of Otsu and its landscapes<br/>- Ideal for nature and culture lovers<br/><br/>Are you coming? We're waiting for you!","{""guidanceTypes"":[{""id"":null,""created"":[2025,8,21,9,55,49,494702880],""guidanceType"":""GUIDED"",""languages"":[""fr"",""en"",""ja""],""displayLanguages"":[]}]}",https%3A%2F%2Fbokun.s3.amazonaws.com%2Ffdf3cc4b-2f1b-413d-80df-3eec878f64d4.jpg,34.985849,135.7587667,600-8216,JP
1086932,"Half-Day Private Guided Tour to Chikubushima, from Kyoto","Come discover Chikubushima Island, on Lake Biwa, on this four-hour walking and public transport tour!<br/><br/>Meet us at Kyoto Station, and off we go! Head to Imazu Port on the shores of Lake Biwa. Lake Biwa is the largest lake in Japan and the third oldest in the world. You'll be able to admire this monumental testament to the planet's geological age.<br/><br/>Then take the ferry to Chikubushima, an island in the middle of the lake. Lush flora and fauna welcome you. It's perfect for nature lovers! Then head deeper into this small island to visit the Hogon-ji Buddhist temple and the Itsukusuma Shinto shrine. You'll learn more about Japan's religious and medieval history.","{""guidanceTypes"":[{""id"":null,""created"":[2025,9,15,10,39,41,758855730],""guidanceType"":""GUIDED"",""languages"":[""fr"",""en"",""ja""],""displayLanguages"":[]}]}",https%3A%2F%2Fbokun.s3.amazonaws.com%2Fc9a89015-8d95-454c-9eb2-8d6866f3bb3a.jpg,34.985849,135.7587667,600-8216,JP
